Platform,Year_of_Release,Genre,Publisher,Rating,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count
GC,2003.0,Shooter,Vivendi Games,T,0.08,0.02,0.0,0.0,0.1,83.0,30.0,9.3,19.0
GC,2005.0,Action,Ubisoft,M,0.08,0.02,0.0,0.0,0.1,81.0,28.0,8.5,15.0
PS2,2001.0,Adventure,LucasArts,T,0.05,0.04,0.0,0.01,0.1,84.0,21.0,8.2,11.0
DS,2009.0,Action,Electronic Arts,E10+,0.09,0.01,0.0,0.01,0.1,61.0,9.0,7.8,6.0
PSP,2005.0,Sports,Sony Computer Entertainment,E,0.1,0.0,0.0,0.01,0.1,61.0,23.0,7.4,10.0
PS2,2002.0,Simulation,Sony Computer Entertainment,T,0.05,0.04,0.0,0.01,0.1,78.0,17.0,8.6,10.0
GBA,2003.0,Racing,Zoo Digital Publishing,T,0.07,0.03,0.0,0.0,0.1,78.0,15.0,9.3,23.0
XB,2003.0,Action,Microids,T,0.08,0.02,0.0,0.0,0.1,72.0,17.0,7.0,5.0
PSP,2007.0,Strategy,LucasArts,E10+,0.09,0.0,0.0,0.01,0.1,72.0,7.0,0.6,24.0
PS3,2009.0,Platform,Ubisoft,E,0.09,0.01,0.0,0.01,0.1,66.0,9.0,6.0,5.0
PS2,2002.0,Sports,THQ,E,0.02,0.01,0.07,0.0,0.1,71.0,12.0,9.0,10.0
DS,2008.0,Puzzle,Square Enix,E,0.09,0.0,0.01,0.01,0.1,64.0,25.0,6.7,6.0
GBA,2004.0,Role-Playing,Sting,T,0.07,0.03,0.0,0.0,0.1,76.0,26.0,9.2,21.0
X360,2012.0,Action,Konami Digital Entertainment,M,0.07,0.02,0.0,0.01,0.1,52.0,23.0,6.5,30.0
PSP,2008.0,Role-Playing,Sting,T,0.05,0.0,0.04,0.01,0.1,73.0,17.0,7.9,18.0
PS2,2003.0,Fighting,505 Games,T,0.05,0.04,0.0,0.01,0.1,72.0,28.0,7.5,14.0
X360,2008.0,Action,Sega,T,0.09,0.01,0.0,0.01,0.1,66.0,44.0,8.3,57.0
PS2,2005.0,Action,Sony Computer Entertainment,M,0.05,0.04,0.0,0.01,0.1,51.0,45.0,6.2,24.0
PC,2004.0,Strategy,Activision,T,0.0,0.09,0.0,0.02,0.1,92.0,58.0,9.1,1050.0
PC,2004.0,Shooter,Activision,M,0.05,0.04,0.0,0.01,0.1,87.0,83.0,7.6,896.0
XOne,2015.0,Racing,Milestone S.r.l.,E,0.04,0.05,0.0,0.01,0.1,54.0,9.0,5.3,17.0
X360,2012.0,Racing,Activision,E,0.09,0.0,0.0,0.01,0.1,72.0,7.0,3.4,27.0
Wii,2009.0,Action,Rising Star Games,M,0.07,0.01,0.01,0.01,0.1,39.0,32.0,5.6,34.0
XB,2004.0,Racing,Codemasters,E,0.08,0.02,0.0,0.0,0.1,84.0,33.0,8.1,19.0
XB,2005.0,Sports,Electronic Arts,E,0.08,0.02,0.0,0.0,0.1,60.0,21.0,8.0,9.0
PC,2016.0,Simulation,Electronic Arts,T,0.02,0.08,0.0,0.01,0.1,77.0,10.0,5.7,30.0
XB,2004.0,Racing,THQ,E,0.08,0.02,0.0,0.0,0.1,63.0,11.0,6.2,5.0
X360,2008.0,Sports,Midway Games,M,0.08,0.01,0.0,0.01,0.1,68.0,34.0,7.2,13.0
DS,2009.0,Adventure,Konami Digital Entertainment,T,0.09,0.0,0.0,0.01,0.1,56.0,14.0,8.8,4.0
XB,2003.0,Fighting,Capcom,T,0.08,0.02,0.0,0.0,0.1,80.0,26.0,8.7,13.0
GC,2002.0,Action,Virgin Interactive,M,0.08,0.02,0.0,0.0,0.1,70.0,13.0,7.6,7.0
GC,2006.0,Role-Playing,Unknown,T,0.06,0.02,0.02,0.0,0.1,75.0,21.0,8.9,23.0
PS2,2002.0,Fighting,Eidos Interactive,T,0.04,0.03,0.02,0.01,0.1,57.0,28.0,7.2,6.0
GC,2003.0,Sports,Electronic Arts,E,0.08,0.02,0.0,0.0,0.1,85.0,18.0,8.4,7.0
X360,2007.0,Sports,Ubisoft,E10+,0.09,0.0,0.0,0.01,0.1,61.0,15.0,6.1,9.0
XB,2006.0,Action,Activision,T,0.08,0.02,0.0,0.0,0.1,53.0,38.0,8.1,7.0
PS2,2002.0,Shooter,Virgin Interactive,M,0.05,0.04,0.0,0.01,0.1,58.0,27.0,8.2,9.0
WiiU,2013.0,Puzzle,Warner Bros. Interactive Entertainment,E10+,0.09,0.0,0.0,0.01,0.1,71.0,17.0,6.3,39.0
PS2,2006.0,Platform,Midway Games,E10+,0.05,0.04,0.0,0.01,0.1,52.0,19.0,4.2,6.0
XB,2005.0,Shooter,SCi,M,0.08,0.02,0.0,0.0,0.1,62.0,24.0,7.9,8.0
PS2,2005.0,Role-Playing,Tecmo Koei,E10+,0.02,0.02,0.05,0.01,0.1,58.0,16.0,6.8,8.0
PSV,2013.0,Action,Screenlife,T,0.0,0.01,0.09,0.0,0.1,85.0,17.0,7.8,112.0
PC,2009.0,Adventure,Deep Silver,E,0.0,0.08,0.0,0.02,0.1,70.0,41.0,7.6,77.0
DS,2009.0,Adventure,JoWood Productions,T,0.08,0.01,0.0,0.01,0.1,53.0,11.0,6.5,4.0
Wii,2008.0,Simulation,Hudson Soft,E10+,0.06,0.03,0.0,0.01,0.1,65.0,12.0,7.0,5.0
GC,2002.0,Sports,Sega,E,0.08,0.02,0.0,0.0,0.1,76.0,31.0,8.1,9.0
DS,2007.0,Fighting,505 Games,E10+,0.09,0.0,0.0,0.01,0.1,71.0,23.0,7.5,4.0
3DS,2013.0,Puzzle,Warner Bros. Interactive Entertainment,E10+,0.09,0.0,0.0,0.01,0.1,68.0,7.0,6.2,20.0
PS2,2001.0,Role-Playing,Ubisoft,T,0.05,0.04,0.0,0.01,0.1,76.0,16.0,7.8,22.0
PSP,2008.0,Role-Playing,Nippon Ichi Software,E10+,0.06,0.0,0.03,0.01,0.1,41.0,19.0,5.3,37.0
GBA,2004.0,Action,Activision,T,0.07,0.03,0.0,0.0,0.1,33.0,11.0,6.3,6.0
PS2,2007.0,Action,Activision,E,0.05,0.04,0.0,0.01,0.1,65.0,11.0,7.5,4.0
PSV,2015.0,Action,Capcom,M,0.0,0.03,0.07,0.01,0.1,65.0,12.0,7.8,63.0
XB,2002.0,Sports,Activision,E,0.08,0.02,0.0,0.0,0.1,80.0,15.0,8.0,5.0
X360,2008.0,Sports,Electronic Arts,E,0.09,0.0,0.0,0.01,0.1,49.0,35.0,3.1,45.0
PC,2010.0,Action,Electronic Arts,T,0.08,0.02,0.0,0.01,0.1,37.0,5.0,4.1,33.0
DS,2006.0,Puzzle,Zoo Digital Publishing,E,0.09,0.0,0.0,0.01,0.1,25.0,4.0,3.5,4.0
PS2,2005.0,Platform,Global Star,E10+,0.05,0.04,0.0,0.01,0.1,49.0,9.0,8.0,11.0
XOne,2015.0,Action,Capcom,M,0.07,0.02,0.0,0.01,0.1,75.0,22.0,7.5,106.0
XB,2004.0,Role-Playing,Ubisoft,T,0.08,0.02,0.0,0.0,0.1,75.0,50.0,8.8,4.0
PS2,2004.0,Shooter,Zoo Digital Publishing,T,0.05,0.04,0.0,0.01,0.1,78.0,47.0,8.3,13.0
DS,2007.0,Adventure,Midway Games,E,0.09,0.0,0.0,0.01,0.1,43.0,25.0,3.5,6.0
X360,2010.0,Racing,Deep Silver,E10+,0.08,0.02,0.0,0.01,0.1,64.0,49.0,7.1,16.0
GBA,2003.0,Action,Ubisoft,T,0.07,0.03,0.0,0.0,0.1,77.0,21.0,8.6,8.0
X360,2006.0,Shooter,Atari,M,0.07,0.01,0.02,0.01,0.1,55.0,59.0,6.1,41.0
DS,2008.0,Action,Activision,E10+,0.09,0.0,0.0,0.01,0.1,77.0,12.0,7.5,14.0
3DS,2011.0,Misc,Crave Entertainment,E10+,0.09,0.0,0.0,0.01,0.1,67.0,5.0,7.3,8.0
Wii,2009.0,Misc,505 Games,T,0.09,0.0,0.0,0.01,0.1,32.0,4.0,1.8,4.0
PSP,2006.0,Sports,Midway Games,E,0.09,0.0,0.0,0.01,0.1,69.0,17.0,7.7,7.0
XB,2004.0,Shooter,Konami Digital Entertainment,M,0.07,0.02,0.0,0.0,0.1,69.0,25.0,7.4,5.0
PS2,2001.0,Role-Playing,Metro 3D,T,0.05,0.04,0.0,0.01,0.1,60.0,14.0,8.5,13.0
PS3,2009.0,Adventure,Codemasters,M,0.06,0.03,0.0,0.01,0.1,17.0,11.0,1.7,37.0
XB,2005.0,Adventure,Atari,M,0.07,0.03,0.0,0.0,0.1,84.0,51.0,7.7,39.0
XB,2002.0,Puzzle,Microsoft Game Studios,E,0.07,0.02,0.0,0.0,0.1,28.0,13.0,4.6,8.0
X360,2005.0,Sports,Take-Two Interactive,E10+,0.09,0.0,0.0,0.01,0.1,75.0,37.0,6.1,24.0
Wii,2011.0,Action,Activision,T,0.07,0.02,0.0,0.01,0.1,36.0,10.0,4.5,15.0
XB,2005.0,Sports,Take-Two Interactive,E,0.07,0.02,0.0,0.0,0.1,82.0,17.0,9.2,6.0
DS,2006.0,Role-Playing,Rising Star Games,E10+,0.07,0.0,0.03,0.01,0.1,73.0,36.0,8.2,35.0
PSP,2008.0,Adventure,Capcom,T,0.09,0.0,0.0,0.01,0.1,62.0,19.0,8.0,8.0
XB,2005.0,Action,Vivendi Games,M,0.07,0.02,0.0,0.0,0.1,46.0,17.0,8.0,10.0
Wii,2007.0,Role-Playing,Tecmo Koei,E10+,0.08,0.0,0.01,0.01,0.1,65.0,33.0,7.7,14.0
GC,2001.0,Misc,Kemco,T,0.08,0.02,0.0,0.0,0.1,39.0,11.0,2.9,11.0
PSV,2013.0,Adventure,PQube,M,0.04,0.04,0.0,0.02,0.1,83.0,16.0,9.2,87.0
XB,2004.0,Action,Ubisoft,T,0.07,0.02,0.0,0.0,0.1,67.0,21.0,5.2,6.0
PS2,2004.0,Simulation,Global Star,E,0.05,0.04,0.0,0.01,0.1,42.0,19.0,8.3,18.0
PS4,2015.0,Fighting,Capcom,T,0.0,0.08,0.0,0.01,0.1,71.0,28.0,5.9,94.0
PS4,2016.0,Shooter,CCP,T,0.03,0.05,0.0,0.02,0.1,73.0,26.0,6.3,37.0
PSP,2009.0,Fighting,Namco Bandai Games,T,0.09,0.0,0.0,0.01,0.1,28.0,16.0,0.9,50.0
PS4,2015.0,Action,Ubisoft,T,0.0,0.08,0.0,0.01,0.1,73.0,13.0,6.8,50.0
PS4,2014.0,Role-Playing,Nippon Ichi Software,M,0.05,0.02,0.02,0.01,0.1,53.0,31.0,6.0,79.0
X360,2012.0,Shooter,Konami Digital Entertainment,M,0.06,0.03,0.0,0.01,0.1,52.0,46.0,5.5,65.0
PS2,2007.0,Racing,Capcom,E,0.05,0.04,0.0,0.01,0.1,62.0,26.0,9.1,7.0
PS3,2012.0,Action,Konami Digital Entertainment,M,0.04,0.03,0.01,0.01,0.1,53.0,19.0,7.2,22.0
3DS,2011.0,Action,Sega,T,0.06,0.03,0.0,0.01,0.1,55.0,10.0,4.2,5.0
3DS,2011.0,Platform,Ubisoft,E,0.05,0.04,0.0,0.01,0.1,51.0,15.0,5.9,14.0
PC,2014.0,Racing,Codemasters,E,0.0,0.09,0.0,0.01,0.1,61.0,20.0,4.8,65.0
DS,2009.0,Puzzle,Rising Star Games,E,0.08,0.0,0.0,0.01,0.1,72.0,7.0,6.8,6.0
DS,2009.0,Role-Playing,Namco Bandai Games,E10+,0.06,0.0,0.03,0.0,0.1,63.0,27.0,6.6,10.0
PS2,2007.0,Role-Playing,Sega,E10+,0.0,0.0,0.1,0.0,0.1,64.0,24.0,7.3,17.0
DS,2006.0,Role-Playing,Namco Bandai Games,E10+,0.09,0.0,0.0,0.01,0.1,71.0,8.0,7.6,27.0
X360,2010.0,Action,Electronic Arts,E10+,0.09,0.0,0.0,0.01,0.1,56.0,15.0,5.5,4.0
PS2,2004.0,Fighting,505 Games,T,0.05,0.04,0.0,0.01,0.1,73.0,39.0,7.5,13.0
Wii,2009.0,Action,Konami Digital Entertainment,E10+,0.09,0.0,0.0,0.01,0.1,71.0,7.0,8.2,5.0
WiiU,2015.0,Platform,Yacht Club Games,E,0.05,0.04,0.0,0.01,0.1,88.0,24.0,8.3,280.0
PSV,2014.0,Role-Playing,Nippon Ichi Software,M,0.02,0.0,0.06,0.01,0.1,66.0,25.0,7.3,24.0
XB,2003.0,Racing,THQ,E,0.07,0.02,0.0,0.0,0.1,87.0,23.0,8.5,14.0
Wii,2007.0,Action,Codemasters,T,0.08,0.0,0.0,0.01,0.1,62.0,25.0,6.2,32.0
PS2,2006.0,Role-Playing,505 Games,T,0.0,0.0,0.1,0.0,0.1,71.0,30.0,7.7,43.0
GBA,2006.0,Platform,Konami Digital Entertainment,T,0.07,0.03,0.0,0.0,0.1,86.0,4.0,8.4,12.0
PS4,2015.0,Action,Tecmo Koei,T,0.02,0.01,0.06,0.01,0.1,71.0,29.0,6.5,15.0
XB,2002.0,Simulation,Microsoft Game Studios,T,0.05,0.02,0.02,0.0,0.1,83.0,20.0,8.5,20.0
PSP,2006.0,Action,Capcom,T,0.08,0.0,0.0,0.01,0.1,74.0,34.0,6.8,6.0
3DS,2011.0,Fighting,Deep Silver,E10+,0.07,0.02,0.0,0.01,0.1,58.0,16.0,5.9,28.0
Wii,2008.0,Shooter,Eidos Interactive,E,0.09,0.0,0.0,0.01,0.1,78.0,30.0,7.7,17.0
DS,2006.0,Strategy,Ignition Entertainment,T,0.09,0.0,0.0,0.01,0.1,48.0,19.0,4.8,6.0
PC,2006.0,Strategy,Sega,T,0.0,0.08,0.0,0.02,0.1,88.0,39.0,8.9,648.0
X360,2009.0,Shooter,Phantom EFX,M,0.09,0.0,0.0,0.01,0.1,44.0,25.0,4.8,76.0
XOne,2016.0,Platform,Activision,E10+,0.05,0.04,0.0,0.01,0.1,78.0,14.0,6.0,8.0
XB,2002.0,Action,Activision,T,0.07,0.02,0.0,0.0,0.1,54.0,18.0,5.0,4.0
PSP,2006.0,Racing,Electronic Arts,E,0.09,0.0,0.0,0.01,0.1,66.0,13.0,5.3,6.0
PSV,2016.0,Fighting,Namco Bandai Games,T,0.0,0.02,0.07,0.0,0.1,62.0,4.0,7.8,10.0
X360,2011.0,Misc,THQ,E10+,0.05,0.03,0.0,0.01,0.09,60.0,16.0,7.0,7.0
XB,2005.0,Simulation,Ubisoft,M,0.07,0.02,0.0,0.0,0.09,61.0,43.0,4.1,9.0
PS,2000.0,Action,Sony Computer Entertainment,E,0.05,0.04,0.0,0.01,0.09,61.0,11.0,8.3,7.0
PS2,2006.0,Action,THQ,E10+,0.05,0.04,0.0,0.01,0.09,62.0,13.0,8.7,10.0
PS3,2011.0,Fighting,Capcom,T,0.0,0.04,0.04,0.01,0.09,80.0,36.0,6.2,114.0
X360,2011.0,Shooter,Square Enix,M,0.07,0.02,0.0,0.01,0.09,43.0,42.0,1.2,116.0
GC,2005.0,Platform,Namco Bandai Games,E,0.07,0.02,0.0,0.0,0.09,66.0,17.0,7.3,10.0
DS,2007.0,Strategy,Ghostlight,E10+,0.08,0.0,0.0,0.01,0.09,73.0,28.0,7.3,6.0
3DS,2012.0,Puzzle,Nintendo,E,0.09,0.0,0.0,0.01,0.09,71.0,11.0,7.9,17.0
XB,2004.0,Racing,Eidos Interactive,T,0.07,0.02,0.0,0.0,0.09,65.0,25.0,6.4,7.0
PS3,2014.0,Adventure,Namco Bandai Games,E10+,0.05,0.03,0.0,0.02,0.09,59.0,11.0,6.3,4.0
PSP,2009.0,Adventure,Idea Factory,M,0.08,0.0,0.0,0.01,0.09,79.0,4.0,8.3,30.0
PS2,2003.0,Racing,Acclaim Entertainment,E,0.05,0.04,0.0,0.01,0.09,61.0,13.0,7.8,6.0
PC,2011.0,Strategy,Kalypso Media,M,0.07,0.02,0.0,0.01,0.09,65.0,35.0,4.6,106.0
Wii,2008.0,Sports,Activision,E,0.09,0.0,0.0,0.01,0.09,70.0,8.0,8.0,6.0
X360,2011.0,Sports,Deep Silver,E,0.05,0.03,0.0,0.01,0.09,46.0,9.0,6.5,4.0
X360,2007.0,Action,Tecmo Koei,T,0.08,0.01,0.0,0.01,0.09,63.0,26.0,6.8,16.0
PC,2009.0,Racing,Electronic Arts,E10+,0.0,0.08,0.0,0.01,0.09,87.0,26.0,7.5,435.0
PS2,2001.0,Role-Playing,From Software,T,0.02,0.02,0.04,0.01,0.09,64.0,13.0,7.8,6.0
GBA,2002.0,Action,THQ,T,0.07,0.02,0.0,0.0,0.09,63.0,13.0,4.8,4.0
PSP,2005.0,Role-Playing,Namco Bandai Games,T,0.08,0.0,0.0,0.01,0.09,68.0,24.0,7.7,26.0
X360,2009.0,Shooter,Evolved Games,T,0.08,0.01,0.0,0.01,0.09,38.0,22.0,3.5,37.0
PC,1999.0,Strategy,Microsoft Game Studios,T,0.01,0.08,0.0,0.01,0.09,92.0,21.0,9.0,801.0
Wii,2008.0,Misc,D3Publisher,E10+,0.08,0.01,0.0,0.01,0.09,42.0,10.0,1.0,7.0
PS2,2004.0,Role-Playing,Sega,T,0.05,0.04,0.0,0.01,0.09,61.0,14.0,6.5,11.0
XB,2002.0,Racing,THQ,E,0.07,0.02,0.0,0.0,0.09,84.0,18.0,8.4,16.0
PS2,2004.0,Platform,Take-Two Interactive,E,0.05,0.04,0.0,0.01,0.09,70.0,20.0,8.6,18.0
PC,2007.0,Shooter,Microsoft Game Studios,M,0.01,0.06,0.0,0.02,0.09,72.0,32.0,5.6,216.0
PS2,2004.0,Shooter,Konami Digital Entertainment,T,0.05,0.04,0.0,0.01,0.09,82.0,46.0,8.5,13.0
Wii,2007.0,Shooter,Electronic Arts,T,0.06,0.03,0.0,0.01,0.09,56.0,29.0,7.0,24.0
PSP,2009.0,Misc,Take-Two Interactive,E,0.06,0.02,0.0,0.02,0.09,80.0,44.0,7.8,12.0
X360,2010.0,Role-Playing,JoWood Productions,T,0.04,0.04,0.01,0.01,0.09,64.0,21.0,5.2,52.0
PS2,2005.0,Platform,Majesco Entertainment,T,0.05,0.04,0.0,0.01,0.09,86.0,33.0,8.7,61.0
Wii,2007.0,Action,Game Factory,E10+,0.07,0.01,0.0,0.01,0.09,58.0,15.0,8.5,8.0
PS2,2004.0,Fighting,Atari,T,0.05,0.04,0.0,0.01,0.09,63.0,9.0,7.3,23.0
PS4,2016.0,Action,Activision,T,0.05,0.02,0.0,0.02,0.09,44.0,49.0,5.5,163.0
PS2,2003.0,Sports,Atari,E,0.05,0.04,0.0,0.01,0.09,58.0,10.0,6.5,4.0
GC,2004.0,Shooter,O3 Entertainment,T,0.07,0.02,0.0,0.0,0.09,78.0,28.0,8.5,15.0
Wii,2008.0,Action,Rising Star Games,T,0.09,0.0,0.0,0.01,0.09,52.0,29.0,7.0,4.0
XB,2005.0,Action,Microsoft Game Studios,M,0.07,0.02,0.0,0.0,0.09,94.0,32.0,8.7,121.0
DS,2006.0,Adventure,505 Games,E10+,0.06,0.02,0.0,0.01,0.09,60.0,25.0,6.8,6.0
XB,2004.0,Misc,Atari,T,0.07,0.02,0.0,0.0,0.09,58.0,10.0,8.0,4.0
PS3,2007.0,Sports,Electronic Arts,E,0.08,0.0,0.0,0.01,0.09,67.0,15.0,3.8,4.0
DS,2007.0,Role-Playing,Namco Bandai Games,E10+,0.09,0.0,0.0,0.01,0.09,46.0,13.0,7.6,17.0
PS2,2003.0,Fighting,Konami Digital Entertainment,M,0.05,0.04,0.0,0.01,0.09,59.0,25.0,8.6,43.0
PSP,2007.0,Misc,Atari,E,0.08,0.0,0.0,0.01,0.09,64.0,17.0,6.0,4.0
GC,2003.0,Platform,Namco Bandai Games,T,0.07,0.02,0.0,0.0,0.09,77.0,18.0,7.6,8.0
PSV,2015.0,Adventure,PQube,M,0.0,0.03,0.05,0.01,0.09,86.0,7.0,9.3,20.0
PC,2016.0,Simulation,Sega,E,0.0,0.09,0.0,0.01,0.09,81.0,41.0,4.3,57.0
PS2,2003.0,Role-Playing,Sony Computer Entertainment,T,0.05,0.04,0.0,0.01,0.09,73.0,25.0,8.3,26.0
PSV,2011.0,Action,Square Enix,M,0.04,0.04,0.0,0.02,0.09,57.0,43.0,6.6,28.0
XB,2005.0,Action,Activision,E10+,0.07,0.02,0.0,0.0,0.09,71.0,20.0,9.3,4.0
DS,2007.0,Fighting,Midway Games,M,0.07,0.01,0.0,0.01,0.09,73.0,26.0,8.6,22.0
PS2,2005.0,Shooter,Eidos Interactive,M,0.04,0.04,0.0,0.01,0.09,71.0,36.0,9.0,25.0
PS,2001.0,Shooter,Virgin Interactive,T,0.05,0.03,0.0,0.01,0.09,85.0,9.0,8.8,31.0
PS2,2005.0,Strategy,Tecmo Koei,T,0.04,0.03,0.0,0.01,0.09,71.0,13.0,8.5,10.0
PSP,2008.0,Platform,Tecmo Koei,T,0.03,0.0,0.05,0.01,0.09,72.0,45.0,7.0,41.0
PSP,2005.0,Racing,Ubisoft,E,0.08,0.0,0.0,0.01,0.09,70.0,37.0,8.7,22.0
DS,2009.0,Role-Playing,Aspyr,T,0.08,0.0,0.0,0.01,0.09,45.0,10.0,8.1,31.0
PSP,2007.0,Action,Ubisoft,M,0.08,0.0,0.0,0.01,0.09,44.0,4.0,5.4,7.0
DC,2000.0,Role-Playing,Sega,T,0.0,0.0,0.09,0.0,0.09,93.0,21.0,9.4,98.0
GC,2002.0,Racing,Infogrames,E,0.07,0.02,0.0,0.0,0.09,85.0,8.0,7.3,7.0
PS2,2002.0,Racing,Play It,E,0.04,0.03,0.0,0.01,0.09,80.0,4.0,9.0,41.0
X360,2011.0,Racing,Konami Digital Entertainment,E10+,0.08,0.0,0.0,0.01,0.09,65.0,5.0,8.8,8.0
PSP,2008.0,Puzzle,Sony Computer Entertainment,E,0.0,0.01,0.08,0.0,0.09,79.0,28.0,7.7,13.0
PS2,2001.0,Action,Eidos Interactive,T,0.04,0.03,0.0,0.01,0.09,71.0,20.0,7.8,8.0
PSP,2006.0,Role-Playing,505 Games,T,0.07,0.0,0.02,0.01,0.09,68.0,11.0,7.7,17.0
PS3,2014.0,Fighting,Namco Bandai Games,E10+,0.06,0.02,0.0,0.02,0.09,49.0,12.0,5.8,32.0
3DS,2011.0,Racing,Ubisoft,M,0.05,0.04,0.0,0.01,0.09,48.0,13.0,5.0,20.0
PS3,2014.0,Action,Tecmo Koei,M,0.05,0.03,0.0,0.02,0.09,43.0,46.0,4.5,84.0
X360,2014.0,Action,Konami Digital Entertainment,M,0.02,0.06,0.0,0.01,0.09,70.0,22.0,7.8,239.0
PS2,2003.0,Action,Sony Computer Entertainment,T,0.04,0.03,0.0,0.01,0.09,69.0,44.0,8.7,22.0
PSP,2009.0,Adventure,Konami Digital Entertainment,T,0.08,0.0,0.0,0.01,0.09,54.0,6.0,8.2,5.0
PSP,2009.0,Role-Playing,GungHo,T,0.07,0.0,0.01,0.01,0.09,45.0,6.0,5.8,8.0
PSV,2011.0,Misc,Ubisoft,E10+,0.04,0.03,0.0,0.02,0.09,57.0,27.0,5.8,19.0
PSP,2006.0,Action,Electronic Arts,M,0.08,0.0,0.0,0.01,0.09,79.0,25.0,8.2,16.0
DS,2008.0,Strategy,Ubisoft,T,0.08,0.01,0.0,0.01,0.09,69.0,11.0,5.8,4.0
X360,2011.0,Simulation,Deep Silver,T,0.06,0.02,0.0,0.01,0.09,45.0,5.0,4.5,8.0
GBA,2003.0,Action,THQ,E,0.06,0.02,0.0,0.0,0.09,85.0,37.0,8.6,18.0
PSP,2010.0,Adventure,Nippon Ichi Software,T,0.07,0.0,0.01,0.01,0.09,64.0,15.0,4.4,40.0
PSP,2010.0,Role-Playing,Nippon Ichi Software,T,0.06,0.0,0.03,0.01,0.09,65.0,16.0,7.3,11.0
DS,2005.0,Role-Playing,Empire Interactive,T,0.05,0.0,0.04,0.0,0.09,58.0,15.0,7.3,12.0
DS,2008.0,Strategy,THQ,E,0.08,0.0,0.0,0.01,0.09,80.0,32.0,8.7,27.0
PS2,2005.0,Sports,Electronic Arts,E,0.04,0.03,0.0,0.01,0.09,71.0,15.0,8.6,19.0
3DS,2015.0,Action,Nintendo,E10+,0.0,0.01,0.08,0.0,0.09,58.0,16.0,6.4,69.0
DS,2008.0,Role-Playing,Nobilis,T,0.08,0.0,0.01,0.01,0.09,46.0,8.0,7.0,5.0
PS3,2010.0,Role-Playing,Nippon Ichi Software,T,0.06,0.01,0.01,0.01,0.09,44.0,30.0,4.6,34.0
PS4,2016.0,Racing,Sony Computer Entertainment,E,0.03,0.05,0.0,0.01,0.09,67.0,34.0,7.4,110.0
X360,2010.0,Shooter,Tecmo Koei,M,0.06,0.02,0.0,0.01,0.09,37.0,39.0,3.6,31.0
PS3,2009.0,Action,Konami Digital Entertainment,E10+,0.08,0.0,0.0,0.01,0.09,69.0,15.0,7.6,8.0
DS,2006.0,Role-Playing,Eidos Interactive,E10+,0.08,0.0,0.0,0.01,0.09,43.0,9.0,5.7,7.0
PSP,2008.0,Shooter,Square Enix,E,0.06,0.01,0.01,0.01,0.09,84.0,29.0,6.8,13.0
GC,2002.0,Action,Tecmo Koei,T,0.03,0.01,0.04,0.0,0.09,67.0,13.0,8.5,26.0
X360,2007.0,Strategy,Takara Tomy,T,0.08,0.0,0.0,0.01,0.09,46.0,17.0,7.3,7.0
PS4,2015.0,Action,Tecmo Koei,T,0.03,0.01,0.04,0.01,0.09,69.0,43.0,6.6,23.0
PS2,2003.0,Racing,Midway Games,T,0.04,0.03,0.0,0.01,0.09,67.0,25.0,8.3,17.0
PS2,2001.0,Role-Playing,Metro 3D,T,0.04,0.03,0.0,0.01,0.09,53.0,9.0,5.6,5.0
PS3,2009.0,Shooter,Codemasters,M,0.07,0.01,0.0,0.01,0.09,36.0,36.0,2.8,40.0
X360,2008.0,Strategy,505 Games,E10+,0.07,0.01,0.0,0.01,0.09,56.0,24.0,5.7,19.0
XB,2002.0,Sports,Atari,T,0.07,0.02,0.0,0.0,0.09,74.0,14.0,9.2,14.0
XB,2004.0,Sports,Konami Digital Entertainment,E,0.07,0.02,0.0,0.0,0.09,90.0,25.0,8.4,11.0
XB,2005.0,Shooter,Ubisoft,M,0.07,0.02,0.0,0.0,0.09,77.0,25.0,8.5,11.0
3DS,2011.0,Puzzle,Sunsoft,E,0.07,0.0,0.02,0.0,0.09,67.0,11.0,5.3,4.0
XB,2004.0,Racing,Atari,T,0.07,0.02,0.0,0.0,0.09,72.0,28.0,8.7,7.0
PS3,2011.0,Fighting,PQube,T,0.0,0.0,0.09,0.0,0.09,73.0,6.0,7.5,27.0
XB,2002.0,Action,Tecmo Koei,T,0.04,0.01,0.04,0.0,0.09,78.0,19.0,8.2,10.0
DS,2008.0,Misc,Playlogic Game Factory,E,0.08,0.0,0.0,0.01,0.09,48.0,15.0,5.3,8.0
PS,2001.0,Misc,Activision,E,0.05,0.03,0.0,0.01,0.09,63.0,7.0,7.2,6.0
PSP,2006.0,Action,Capcom,T,0.08,0.0,0.0,0.01,0.09,63.0,24.0,6.3,6.0
PC,2015.0,Action,Bethesda Softworks,M,0.0,0.08,0.0,0.0,0.09,76.0,30.0,7.6,338.0
X360,2014.0,Racing,Codemasters,E,0.03,0.05,0.0,0.01,0.09,75.0,15.0,6.0,56.0
GC,2003.0,Shooter,Atari,E,0.07,0.02,0.0,0.0,0.09,85.0,52.0,8.5,42.0
XB,2005.0,Action,Midway Games,M,0.07,0.02,0.0,0.0,0.09,76.0,36.0,9.1,8.0
PS2,2006.0,Strategy,Tecmo Koei,E10+,0.04,0.03,0.0,0.01,0.09,76.0,8.0,8.0,7.0
Wii,2008.0,Action,Vivendi Games,T,0.08,0.0,0.0,0.01,0.09,39.0,7.0,6.4,5.0
